Br,Btheta
-1.0481403166528686e-15,0.7483004371229832
-0.27869191811121347,0.7106808472292583
-0.5223513528214359,0.6050627029445369
-0.70475260593024,0.4505214001389104
-0.8134183053905797,0.2715408744699867
-0.8493272760514124,0.09114241391228341
-0.8228517386665144,-0.07364853510944719
-0.7485830737572847,-0.21315216413847063
-0.6411210435548332,-0.32399042051667126
-0.5126317447562272,-0.40698189747931995
-0.3720059942491609,-0.4650175908304878
-0.22506416158814174,-0.5014213056938808
-0.0752839405985136,-0.5188865434881917
0.07528394059851369,-0.5188865434881923
0.2250641615881425,-0.5014213056938811
0.3720059942491606,-0.4650175908304878
0.5126317447562277,-0.4069818974793194
0.6411210435548323,-0.3239904205166702
0.7485830737572842,-0.21315216413847038
0.8228517386665141,-0.07364853510944668
0.8493272760514126,0.09114241391228382
0.8134183053905795,0.2715408744699872
0.7047526059302383,0.45052140013891107
0.5223513528214345,0.6050627029445368
0.27869191811121313,0.7106808472292584
-1.1286650145332613e-15,0.7483004371229831
-0.27869191811121363,0.7106808472292583
-0.5223513528214356,0.605062702944537
-0.7047526059302401,0.45052140013891034
-0.8134183053905798,0.2715408744699866
-0.8493272760514126,0.09114241391228338
-0.8228517386665144,-0.07364853510944742
-0.7485830737572848,-0.21315216413847085
-0.6411210435548332,-0.3239904205166714
-0.5126317447562273,-0.40698189747932006
-0.37200599424916087,-0.46501759083048805
-0.22506416158814171,-0.501421305693881
-0.07528394059851352,-0.5188865434881917
0.07528394059851368,-0.5188865434881923
0.22506416158814238,-0.5014213056938812
0.3720059942491607,-0.4650175908304878
0.5126317447562277,-0.4069818974793195
0.6411210435548323,-0.32399042051667026
0.7485830737572841,-0.21315216413847063
0.8228517386665142,-0.07364853510944683
0.8493272760514128,0.09114241391228346
0.8134183053905795,0.2715408744699872
0.7047526059302383,0.45052140013891095
0.5223513528214345,0.6050627029445367
0.2786919181112133,0.7106808472292583
-9.245211972150917e-16,0.7483004371229831
-0.2786919181112136,0.7106808472292581
-0.5223513528214359,0.605062702944537
-0.70475260593024,0.45052140013891034
-0.8134183053905796,0.2715408744699867
-0.8493272760514124,0.09114241391228353
-0.8228517386665146,-0.07364853510944708
-0.7485830737572847,-0.2131521641384709
-0.6411210435548332,-0.3239904205166716
-0.5126317447562272,-0.40698189747932006
-0.37200599424916103,-0.46501759083048794
-0.22506416158814185,-0.5014213056938809
-0.0752839405985136,-0.5188865434881919
0.07528394059851375,-0.5188865434881923
0.2250641615881424,-0.5014213056938812
0.37200599424916064,-0.465017590830488
0.5126317447562276,-0.4069818974793199
0.6411210435548323,-0.32399042051667043
0.7485830737572841,-0.21315216413847088
0.8228517386665142,-0.07364853510944683
0.8493272760514128,0.09114241391228373
0.8134183053905796,0.2715408744699868
0.7047526059302384,0.450521400138911
0.5223513528214347,0.6050627029445362
0.2786919181112133,0.7106808472292584
-1.2754391605092695e-15,0.7483004371229832
-0.2786919181112133,0.7106808472292582
-0.5223513528214359,0.605062702944537
-0.7047526059302398,0.45052140013891057
-0.8134183053905796,0.2715408744699867
-0.8493272760514126,0.09114241391228319
-0.8228517386665144,-0.07364853510944706
-0.7485830737572847,-0.21315216413847088
-0.6411210435548335,-0.3239904205166711
-0.5126317447562272,-0.4069818974793199
-0.37200599424916125,-0.46501759083048766
-0.2250641615881419,-0.5014213056938808
-0.07528394059851351,-0.5188865434881917
0.07528394059851339,-0.5188865434881923
0.2250641615881424,-0.5014213056938812
0.3720059942491603,-0.4650175908304882
0.5126317447562276,-0.40698189747931984
0.6411210435548323,-0.3239904205166704
0.748583073757284,-0.21315216413847085
0.8228517386665142,-0.07364853510944687
0.8493272760514129,0.09114241391228306
0.8134183053905796,0.2715408744699868
0.7047526059302383,0.450521400138911
0.5223513528214349,0.6050627029445363
0.2786919181112134,0.7106808472292583
