Br,Btheta
-9.641547623450148e-11,-7.820325413381216e-13
-9.611345152070898e-11,-6.8299543210423754e-12
-9.543339793781257e-11,-1.2841741747103806e-11
-9.437930174622013e-11,-1.8793881165268927e-11
-9.295658518195173e-11,-2.4663235971666385e-11
-9.117206509191388e-11,-3.0427132442380305e-11
-8.903390699378503e-11,-3.606344157721579e-11
-8.655157504489913e-11,-4.155065675214151e-11
-8.373577840195718e-11,-4.686796702402184e-11
-8.059841444397443e-11,-5.1995325978895325e-11
-7.715250931588398e-11,-5.691351606034171e-11
-7.341215622902806e-11,-6.160420835664786e-11
-6.939245192887597e-11,-6.605001786426787e-11
-6.510943170995627e-11,-7.023455427961388e-11
-6.058000332378043e-11,-7.41424684013703e-11
-5.582188008862516e-11,-7.775949425078907e-11
-5.085351347083509e-11,-8.10724870375946e-11
-4.5694025367028e-11,-8.406945711409608e-11
-4.03631402757062e-11,-8.673960006976406e-11
-3.48811175064003e-11,-8.907332312292416e-11
-2.9268683535569075e-11,-9.106226796557597e-11
-2.354696458118193e-11,-9.26993302117697e-11
-1.773741943399046e-11,-9.397867558997856e-11
-1.1861772552556052e-11,-9.489575300567584e-11
-5.941947402689898e-12,-9.544730458259044e-11
-3.7376914541457856e-24,-9.563137277031515e-11
5.941947402689122e-12,-9.544730458258946e-11
1.1861772552551958e-11,-9.489575300567677e-11
1.773741943399258e-11,-9.39786755899794e-11
2.3546964581177668e-11,-9.269933021177172e-11
2.9268683535566297e-11,-9.106226796557617e-11
3.488111750640205e-11,-8.907332312292532e-11
4.0363140275704197e-11,-8.673960006976393e-11
4.5694025367030497e-11,-8.406945711409534e-11
5.085351347083082e-11,-8.107248703759438e-11
5.582188008862227e-11,-7.775949425078952e-11
6.058000332378253e-11,-7.414246840136882e-11
6.510943170995388e-11,-7.023455427961478e-11
6.939245192887398e-11,-6.60500178642679e-11
7.341215622902289e-11,-6.160420835664947e-11
7.715250931588123e-11,-5.691351606034e-11
8.059841444396998e-11,-5.1995325978898524e-11
8.373577840195788e-11,-4.686796702402087e-11
8.655157504489723e-11,-4.155065675214528e-11
8.903390699378224e-11,-3.606344157721747e-11
9.117206509191688e-11,-3.042713244237837e-11
9.295658518194983e-11,-2.4663235971667722e-11
9.437930174622088e-11,-1.8793881165267315e-11
9.54333979378126e-11,-1.2841741747105693e-11
9.611345152070601e-11,-6.8299543210411355e-12
9.641547623450189e-11,-7.820325413349473e-13
9.63369581035073e-11,5.278222446854031e-12
9.587688622101986e-11,1.1326814990773614e-11
9.503577755767732e-11,1.733965098119366e-11
9.38156953681232e-11,2.3292636567084355e-11
9.22202608019506e-11,2.916177908311121e-11
9.025465736369036e-11,3.492328969610278e-11
8.792562791114498e-11,4.0553687236508464e-11
8.524146393224172e-11,4.6029902645657284e-11
8.221198689585294e-11,5.1329383438624325e-11
7.884852153275088e-11,5.6430197557459526e-11
7.516386096672542e-11,6.131113597004832e-11
7.117222368315313e-11,6.595181335664613e-11
6.688920239182842e-11,7.033276621982007e-11
6.233170491165422e-11,7.443554775354126e-11
5.751788727615493e-11,7.824281881454965e-11
5.246707932987902e-11,8.173843435323162e-11
4.719970315523962e-11,8.490752468225212e-11
4.1737184737088436e-11,8.773657098919264e-11
3.61018593367723e-11,9.021347453363627e-11
3.031687110796918e-11,9.23276190097934e-11
2.440606754293279e-11,9.406992560212398e-11
1.839388938817665e-11,9.543290031286883e-11
1.2305256713674524e-11,9.64106731970181e-11
6.1654518576000325e-12,9.69990292004837e-11
-4.314448171790765e-25,9.719543036132888e-11
-6.165451857596996e-12,9.699902920048509e-11
-1.2305256713676502e-11,9.641067319701858e-11
-1.8393889388179037e-11,9.543290031286931e-11
-2.4406067542930403e-11,9.406992560212478e-11
-3.031687110797092e-11,9.23276190097945e-11
-3.6101859336772386e-11,9.021347453363566e-11
-4.173718473709534e-11,8.773657098919295e-11
-4.719970315523951e-11,8.490752468225518e-11
-5.246707932988212e-11,8.17384343532296e-11
-5.7517887276153466e-11,7.82428188145512e-11
-6.233170491165578e-11,7.443554775353807e-11
-6.688920239183096e-11,7.033276621981963e-11
-7.117222368315195e-11,6.595181335664781e-11
-7.516386096672603e-11,6.131113597004703e-11
-7.88485215327497e-11,5.643019755746157e-11
-8.221198689585334e-11,5.132938343862263e-11
-8.52414639322444e-11,4.602990264565925e-11
-8.792562791114497e-11,4.055368723651239e-11
-9.025465736368989e-11,3.492328969610156e-11
-9.222026080195471e-11,2.916177908311386e-11
-9.381569536812653e-11,2.3292636567082048e-11
-9.503577755767863e-11,1.7339650981197743e-11
-9.58768862210242e-11,1.132681499077186e-11
-9.633695810350872e-11,5.27822244685685e-12
