Br,Btheta
4.730526501317845e-11,-2.193347827745226e-09
-2.285615450927831e-10,-2.1842923128346643e-09
-5.016516847090171e-10,-2.1405727557940985e-09
-7.676001311124922e-10,-2.0627213388830777e-09
-1.0221268541847165e-09,-1.9518229643945438e-09
-1.2611076853350821e-09,-1.809502986558887e-09
-1.4806435422750602e-09,-1.6379056600875729e-09
-1.6771267507405243e-09,-1.4396635152484342e-09
-1.847303231185991e-09,-1.2178580485398343e-09
-1.988329372708962e-09,-9.75972293548577e-10
-2.097822497012644e-09,-7.178360031693157e-10
-2.1739039205153734e-09,-4.4756432873422027e-10
-2.2152337505531927e-09,-1.6949101927925475e-10
-2.221036699044345e-09,1.1190271767934654e-10
-2.1911183607749536e-09,3.9206245729018856e-10
-2.1258715796740654e-09,6.664365929742521e-10
-2.0262727112399704e-09,9.305528147703138e-10
-1.893867778620348e-09,1.1800936611268702e-09
-1.730748709676193e-09,1.410969784686078e-09
-1.5395200282466046e-09,1.6193896091041943e-09
-1.323256552107971e-09,1.8019241162049752e-09
-1.08545281796293e-09,1.9555655891050234e-09
-8.299651079522306e-10,2.077779245806715e-09
-5.609470897452641e-10,2.166546826220095e-09
-2.827802002375436e-10,2.220401341673758e-09
-1.055191478133497e-22,2.2384523562940282e-09
2.827802002372268e-10,2.220401341673778e-09
5.609470897445291e-10,2.1665468262201877e-09
8.299651079519985e-10,2.07777924580719e-09
1.0854528179638395e-09,1.9555655891026034e-09
1.323256552106252e-09,1.801924116202083e-09
1.5395200282439897e-09,1.6193896091042042e-09
1.730748709675714e-09,1.4109697846863032e-09
1.8938677786176627e-09,1.1800936611272586e-09
2.026272711237583e-09,9.305528147706999e-10
2.125871579674617e-09,6.664365929769925e-10
2.1911183607765174e-09,3.9206245729274264e-10
2.2210366990444126e-09,1.1190271767957312e-10
2.2152337505533424e-09,-1.6949101927925995e-10
2.1739039205152663e-09,-4.4756432873375973e-10
2.0978224970129396e-09,-7.178360031693622e-10
1.988329372708735e-09,-9.759722935482195e-10
1.8473032311858887e-09,-1.2178580485396488e-09
1.677126750741651e-09,-1.4396635152508295e-09
1.4806435422735177e-09,-1.6379056600900058e-09
1.2611076853327027e-09,-1.8095029865591037e-09
1.0221268541846113e-09,-1.9518229643941335e-09
7.676001311100255e-10,-2.0627213388825785e-09
5.016516847066382e-10,-2.1405727557930116e-09
2.2856154509385118e-10,-2.1842923128314143e-09
-4.7305265012014485e-11,-2.193347827742791e-09
-3.215699845988735e-10,-2.167762791828309e-09
-5.899105218003122e-10,-2.1081101519270472e-09
-8.481298336589364e-10,-2.015497228633726e-09
-1.0922211714249123e-09,-1.8915422309706184e-09
-1.3184291782478942e-09,-1.738342964110584e-09
-1.5233059363124196e-09,-1.5584384447418612e-09
-1.7037611834342194e-09,-1.3547642362838483e-09
-1.8571060509817995e-09,-1.1306023923790156e-09
-1.9810898120095435e-09,-8.895269514072897e-10
-2.073929266920656e-09,-6.353459576405809e-10
-2.1343305304795754e-09,-3.7204099689730663e-10
-2.1615031149978447e-09,-1.0370522771626813e-10
-2.155166328309075e-09,1.655191347527951e-10
-2.1155481186353957e-09,4.315029634905037e-10
-2.043376600678785e-09,6.901911253827538e-10
-1.939864587232605e-09,9.37661340514184e-10
-1.8066875275783734e-09,1.1701802551096173e-09
-1.6459553182525305e-09,1.3842560597983594e-09
-1.4601785040201124e-09,1.5766870591531203e-09
-1.252229427677337e-09,1.7446056723491602e-09
-1.0252989183268565e-09,1.885517417884273e-09
-7.828491300900618e-10,1.9973345053386782e-09
-5.285631585100977e-10,2.0784037241562945e-09
-2.662920717944455e-10,2.127528382451647e-09
-3.9384349135291174e-25,2.143984108327511e-09
2.662920717925578e-10,2.1275283824519782e-09
5.285631585087498e-10,2.078403724159133e-09
7.828491300910192e-10,1.997334505340867e-09
1.0252989183272676e-09,1.885517417884167e-09
1.2522294276779734e-09,1.7446056723490651e-09
1.4601785040201316e-09,1.5766870591534538e-09
1.6459553182527284e-09,1.3842560597980318e-09
1.8066875275790236e-09,1.1701802551092594e-09
1.93986458723302e-09,9.376613405140452e-10
2.04337660067919e-09,6.901911253825895e-10
2.115548118636842e-09,4.3150296348793197e-10
2.155166328307745e-09,1.6551913474983216e-10
2.161503114995667e-09,-1.037052277164256e-10
2.134330530479249e-09,-3.720409968975776e-10
2.073929266918281e-09,-6.353459576407375e-10
1.9810898120073908e-09,-8.895269514076536e-10
1.8571060509832102e-09,-1.1306023923763072e-09
1.7037611834354585e-09,-1.3547642362815105e-09
1.5233059363127532e-09,-1.5584384447418434e-09
1.3184291782480586e-09,-1.7383429641107538e-09
1.0922211714250928e-09,-1.8915422309709004e-09
8.481298336591443e-10,-2.0154972286336864e-09
5.89910521800561e-10,-2.108110151927336e-09
3.215699845987876e-10,-2.1677627918286327e-09
