Br,Btheta
3.1763735522036263e-22,-3.769135035525752e-09
-4.724374524639788e-10,-3.7394179988455856e-09
-9.374261491219328e-10,-3.6507353056056093e-09
-1.3876346846597165e-09,-3.5044848346567544e-09
-1.8159645121385663e-09,-3.3029719275312517e-09
-2.2156617942238217e-09,-3.0493731049590197e-09
-2.580423840212803e-09,-2.747686066467916e-09
-2.9044984550538754e-09,-2.4026667551200173e-09
-3.1827746365770317e-09,-2.0197544724302956e-09
-3.41086319150966e-09,-1.6049862164781387e-09
-3.5851659976237003e-09,-1.1649015863711934e-09
-3.7029328166612653e-09,-7.064397456347109e-10
-3.762304757202684e-09,-2.3683006336718877e-10
-3.762343695951167e-09,2.3652184668349843e-10
-3.703047186427498e-09,7.061508946326947e-10
-3.5853486126383993e-09,1.164650250079835e-09
-3.4111025780994523e-09,1.6047881870553394e-09
-3.1830557539194963e-09,2.0196221929361604e-09
-2.9048036400714537e-09,2.4026085376244233e-09
-2.580733917287614e-09,2.747705569669159e-09
-2.2159572799771886e-09,3.0494691041316844e-09
-1.8162268396792223e-09,3.3031383912870966e-09
-1.387847370326504e-09,3.5047113037750645e-09
-9.375758283619378e-10,3.6510075501551078e-09
-4.725147197542235e-10,3.739718912309167e-09
-2.1115206371131732e-22,3.769445709751338e-09
4.725147197508557e-10,3.739718912309591e-09
9.37575828358747e-10,3.65100755015519e-09
1.387847370326629e-09,3.5047113037751485e-09
1.8162268396791201e-09,3.3031383912871227e-09
2.2159572799773226e-09,3.0494691041317522e-09
2.580733917289895e-09,2.7477055696691664e-09
2.9048036400739225e-09,2.402608537624198e-09
3.1830557539196316e-09,2.0196221929359644e-09
3.4111025780995756e-09,1.6047881870551355e-09
3.585348612635823e-09,1.164650250079351e-09
3.703047186424829e-09,7.061508946322917e-10
3.762343695951312e-09,2.3652184668365244e-10
3.7623047572001485e-09,-2.3683006336681034e-10
3.702932816658486e-09,-7.06439745634675e-10
3.585165997623739e-09,-1.1649015863714265e-09
3.410863191509579e-09,-1.6049862164778138e-09
3.1827746365776574e-09,-2.0197544724305557e-09
2.9044984550551823e-09,-2.4026667551227967e-09
2.5804238402149456e-09,-2.7476860664678653e-09
2.2156617942248106e-09,-3.0493731049565836e-09
1.8159645121390002e-09,-3.3029719275308125e-09
1.3876346846597163e-09,-3.5044848346567544e-09
9.37426149119346e-10,-3.650735305606256e-09
4.724374524612106e-10,-3.739417998845442e-09
-3.188496015044264e-22,-3.769135035525858e-09
-4.724374524650221e-10,-3.739417998845308e-09
-9.374261491224848e-10,-3.650735305605753e-09
-1.387634684660341e-09,-3.504484834656635e-09
-1.8159645121392322e-09,-3.302971927530862e-09
-2.2156617942243263e-09,-3.0493731049588555e-09
-2.5804238402137085e-09,-2.7476860664678988e-09
-2.904498455054304e-09,-2.402666755119933e-09
-3.182774636577681e-09,-2.0197544724299382e-09
-3.4108631915102857e-09,-1.604986216477741e-09
-3.5851659976242764e-09,-1.1649015863709045e-09
-3.70293281666162e-09,-7.064397456341421e-10
-3.76230475720279e-09,-2.3683006336621823e-10
-3.76234369595137e-09,2.365218466841791e-10
-3.703047186428215e-09,7.061508946330642e-10
-3.5853486126384303e-09,1.1646502500805972e-09
-3.4111025780999953e-09,1.604788187055999e-09
-3.18305575391932e-09,2.0196221929364983e-09
-2.904803640071909e-09,2.4026085376251462e-09
-2.5807339172876323e-09,2.747705569669493e-09
-2.2159572799773503e-09,3.0494691041325227e-09
-1.8162268396796109e-09,3.3031383912877625e-09
-1.387847370326688e-09,3.5047113037754608e-09
-9.37575828361897e-10,3.6510075501556463e-09
-4.725147197539593e-10,3.739718912310032e-09
1.0518668246333636e-22,3.769445709752291e-09
4.725147197514318e-10,3.7397189123102976e-09
9.375758283588261e-10,3.651007550155821e-09
1.3878473703264175e-09,3.5047113037757275e-09
1.8162268396794074e-09,3.3031383912878142e-09
2.2159572799773842e-09,3.049469104132289e-09
2.5807339172901296e-09,2.747705569669756e-09
2.9048036400741867e-09,2.4026085376250097e-09
3.183055753919947e-09,2.019622192936757e-09
3.41110257809985e-09,1.6047881870559643e-09
3.5853486126358545e-09,1.1646502500801114e-09
3.7030471864251244e-09,7.061508946331459e-10
3.762343695951674e-09,2.36521846684039e-10
3.762304757200829e-09,-2.3683006336660825e-10
3.7029328166588693e-09,-7.064397456338085e-10
3.585165997624213e-09,-1.1649015863708222e-09
3.4108631915105206e-09,-1.604986216477719e-09
3.1827746365777736e-09,-2.0197544724298873e-09
2.9044984550556662e-09,-2.402666755122335e-09
2.5804238402156557e-09,-2.7476860664673566e-09
2.2156617942255795e-09,-3.0493731049565567e-09
1.8159645121391516e-09,-3.302971927530555e-09
1.387634684660633e-09,-3.5044848346564715e-09
9.374261491199354e-10,-3.6507353056058616e-09
4.724374524618716e-10,-3.739417998845824e-09
