Br,Btheta
-8.434747990777243e-19,3.5168695635785655e-05
-1.0954821862007581e-05,3.406287372050886e-05
-2.1220299762781715e-05,3.081512169474846e-05
-3.01506543614781e-05,2.5630143165608492e-05
-3.718443613046308e-05,1.883461198083699e-05
-4.1879883012214316e-05,1.0856427587031077e-05
-4.394262920280362e-05,2.197603014165655e-06
-4.3244036177694495e-05,-6.597455124765066e-06
-3.982903509815743e-05,-1.4976237853882022e-05
-3.391304737012875e-05,-2.2412820902036642e-05
-2.5868240219559024e-05,-2.844077540492266e-05
-1.6200032435783247e-05,-3.268226781347119e-05
-5.5153535191639e-06,-3.487157188170536e-05
5.5153535191621876e-06,-3.487157188170607e-05
1.620003243578323e-05,-3.2682267813474586e-05
2.5868240219557123e-05,-2.8440775404920423e-05
3.391304737012594e-05,-2.241282090203545e-05
3.982903509815586e-05,-1.4976237853880997e-05
4.3244036177693594e-05,-6.597455124767234e-06
4.39426292028027e-05,2.1976030141650482e-06
4.187988301221119e-05,1.0856427587030864e-05
3.7184436130464956e-05,1.883461198083753e-05
3.0150654361476406e-05,2.5630143165607557e-05
2.1220299762780214e-05,3.081512169474909e-05
1.0954821862004363e-05,3.406287372050655e-05
-1.0785466148843554e-18,3.5168695635785655e-05
-1.0954821862007903e-05,3.406287372050894e-05
-2.122029976278203e-05,3.08151216947485e-05
-3.0150654361478476e-05,2.5630143165608238e-05
-3.718443613046361e-05,1.8834611980836683e-05
-4.1879883012214864e-05,1.0856427587030806e-05
-4.3942629202804266e-05,2.1976030141652083e-06
-4.32440361776945e-05,-6.5974551247656e-06
-3.9829035098157664e-05,-1.4976237853882224e-05
-3.3913047370129173e-05,-2.2412820902036476e-05
-2.586824021955891e-05,-2.8440775404922876e-05
-1.6200032435783298e-05,-3.268226781347143e-05
-5.515353519164191e-06,-3.4871571881705984e-05
5.515353519161772e-06,-3.4871571881706276e-05
1.6200032435782952e-05,-3.268226781347493e-05
2.5868240219557062e-05,-2.8440775404921053e-05
3.3913047370125846e-05,-2.2412820902035704e-05
3.982903509815587e-05,-1.4976237853881673e-05
4.324403617769345e-05,-6.597455124767963e-06
4.3942629202802694e-05,2.19760301416446e-06
4.1879883012211056e-05,1.0856427587030233e-05
3.718443613046526e-05,1.8834611980837218e-05
3.0150654361476528e-05,2.5630143165607198e-05
2.12202997627804e-05,3.0815121694748505e-05
1.0954821862004358e-05,3.4062873720506264e-05
-1.1912673479346936e-18,3.516869563578511e-05
-1.0954821862007719e-05,3.406287372050843e-05
-2.1220299762781942e-05,3.081512169474794e-05
-3.0150654361478632e-05,2.5630143165607716e-05
-3.7184436130463505e-05,1.8834611980836215e-05
-4.187988301221472e-05,1.085642758703054e-05
-4.3942629202804104e-05,2.1976030141650427e-06
-4.324403617769447e-05,-6.597455124766041e-06
-3.982903509815749e-05,-1.4976237853882813e-05
-3.3913047370128896e-05,-2.2412820902037262e-05
-2.5868240219558587e-05,-2.844077540492351e-05
-1.6200032435783288e-05,-3.268226781347191e-05
-5.515353519164065e-06,-3.4871571881706174e-05
5.5153535191621655e-06,-3.487157188170669e-05
1.6200032435783196e-05,-3.268226781347489e-05
2.5868240219557293e-05,-2.844077540492137e-05
3.3913047370126124e-05,-2.2412820902036368e-05
3.9829035098156e-05,-1.4976237853881907e-05
4.324403617769367e-05,-6.597455124767938e-06
4.394262920280294e-05,2.197603014164441e-06
4.187988301221122e-05,1.0856427587030079e-05
3.7184436130465586e-05,1.8834611980836835e-05
3.0150654361476494e-05,2.5630143165607082e-05
2.1220299762780506e-05,3.081512169474862e-05
1.095482186200461e-05,3.406287372050612e-05
-8.738221225694863e-19,3.516869563578517e-05
-1.0954821862007273e-05,3.406287372050841e-05
-2.1220299762781675e-05,3.081512169474792e-05
-3.0150654361478103e-05,2.5630143165607848e-05
-3.718443613046303e-05,1.8834611980836314e-05
-4.1879883012214485e-05,1.0856427587030553e-05
-4.394262920280366e-05,2.197603014164982e-06
-4.3244036177694204e-05,-6.597455124765989e-06
-3.982903509815749e-05,-1.4976237853882559e-05
-3.39130473701288e-05,-2.2412820902036714e-05
-2.586824021955871e-05,-2.8440775404923283e-05
-1.620003243578306e-05,-3.268226781347163e-05
-5.515353519163571e-06,-3.4871571881705964e-05
5.515353519162086e-06,-3.48715718817063e-05
1.6200032435783366e-05,-3.2682267813474756e-05
2.586824021955743e-05,-2.844077540492087e-05
3.39130473701261e-05,-2.241282090203572e-05
3.9829035098156214e-05,-1.4976237853881172e-05
4.324403617769399e-05,-6.597455124767603e-06
4.39426292028031e-05,2.1976030141646226e-06
4.187988301221158e-05,1.0856427587030386e-05
3.718443613046545e-05,1.8834611980837364e-05
3.0150654361476562e-05,2.5630143165607316e-05
2.1220299762780543e-05,3.081512169474917e-05
1.0954821862004463e-05,3.406287372050671e-05
